Gene	Parameter1	Parameter2
DDX23	20.918598584847	254322
DDX24	38.6274280780663	254232
DDX25	71.5407016177525	253998
DDX27	34.3444546540214	254320
DDX28	65.0699702059784	254318
DDX31	98.2135118725697	254668
DDX39A	8.89235727160098	254138
DDX39B	1.63348760643051	254300
DDX4	23.4142405307679	254652
DDX41	60.6320001483929	254582
DDX42	11.5605570450314	254306
DDX43	29.7316217305414	254128
DDX46	5.19235258738598	253808
DDX47	56.586385239174	254840
DDX49	63.314361972469	254098
DDX5	20.482926278508	254576
DDX50	49.087734075606	254086
DDX51	59.7872784644508	254302
DDX52	86.4299632173605	254084
DDX54	84.2172928197935	254028
DDX55	91.3891916610072	254842
DDX56	43.1538345328866	254092
DDX58	129.940827460664	254030
DDX59	45.3894324117368	254340
DDX6	2.30170118774514	243832
DDX60	141.254319091356	254436
DDX60L	148.585025665932	254036
DEAF1	28.2153622713139	254478
DEC1	13.2198490110443	254072
DECR1	50.7965781948243	254520
DECR2	42.7149321746799	254058
DEDD	4.74091551308397	254138
DEDD2	8.55143146591258	253922
DEF6	8.6206445814827	254412
DEF8	33.7214669298783	254232
DEFA4	16.2772249634125	254546
DEFA5	12.2523505958268	254318
DEFA6	11.179363594527	254510
DEFB1	9.15589999273987	254462
DEFB108B	20.1380921393797	254224
DEFB110	28.2813754771167	253954
DEFB112	18.3718174097612	254702
DEFB113	5.1915632632086	247090
DEFB114	6.15576434774785	247668
DEFB115	12.1604953602794	253948
DEFB116	25.2986267783164	254364
DEFB118	18.3002728287893	254022
DEFB119	33.5275567853625	254600
DEFB121	12.1721572607678	254508
DEFB123	2.20196763338286	251496
DEFB124	7.17543624158133	254586
DEFB125	26.4613512161128	254428
DEFB126	23.1827281999322	254218
DEFB127	11.1960718063931	253416
DEFB128	19.1488386295717	253936
DEFB129	12.2154474566932	253994
DEFB132	16.190291817893	254088
DEFB134	18.1587519677678	254206
DEFB135	26.2556275159182	254272
DEFB136	12.1472753555156	253998
DEFB4A	0.0611481239316742	254052
DEGS1	14.5521194277382	254834
DEGS2	11.470445225865	253974
DEK	15.9355727664668	254264
DENND1A	30.4124250700221	254586
DENND1B	70.5790904153837	254008
DENND1C	59.8047733687394	254058
DENND2A	31.2245247365499	254562
DENND2C	72.002890600752	254006
DENND2D	17.2999984915694	254660
DENND3	76.5855620499319	254478
DENND4A	27.6142457766355	254158
DENND4B	30.3317735372034	254480
DENND4C	59.372239275506	254572
DENND5A	31.9133988782016	254794
DENND5B	13.8859573863067	254472
DENND6A	43.2369582627833	254378
DENND6B	51.5519735020451	253650
DENR	4.53754829741022	252172
DEPDC1	85.7587283495691	253746
DEPDC1B	45.4801504562228	254734
DEPDC4	40.477630212278	254230
DEPDC5	53.021450507259	254500
DEPDC7	60.2841194071098	254068
DEPTOR	80.8518666529167	254616
DERA	29.86721981437	254486
DERL1	19.1201508881008	254430
DERL2	3.84959385982481	254460
DERL3	34.7448598437967	253702
DES	14.2723630571812	254660
DESI1	13.5712732746	254566
DESI2	2.4294661435156	253146
DET1	7.20064154897296	254590
DEXI	2.14252672584177	253776
DFFA	42.7142364368312	254596
DFFB	51.7601643286759	254664
DGAT1	54.4788269000928	254542
DGAT2	53.1570519530595	254596
DGCR2	47.9627570431086	254664
DGCR6	20.7596465526851	253776
DGCR6L	31.8357441924735	254544
DGCR8	12.4663773522924	254012
DGKA	31.2860906630006	254340
DGKB	16.3453844971171	253680
DGKD	35.3615440695609	254594
DGKE	35.5140513471414	254290
DGKG	51.5429533913341	254048
DGKH	712.587461674028	254584
DGKI	23.8536500004583	254112
DGKQ	44.0993571200324	253354
DGKZ	41.3485391078164	254602
DGUOK	35.8513413215333	254586
DHCR24	10.3269439335448	254458
DHCR7	45.9274473624477	254142
DHDDS	15.1041566385133	254342
DHDH	31.7290441547396	254582
DHFR	10.5212671093454	254648
DHH	11.5676331526985	253600
DHODH	30.8059526519712	254308
DHPS	55.7326377093873	254100
DHRS1	46.6980813469199	254102
DHRS11	31.7728751126448	254602
DHRS12	106.762692145004	254296
DHRS13	29.6245540964546	254542
DHRS2	41.6903155701407	254672
DHRS3	3.4787590671948	254546
DHRS4	16.6051208044896	254542
DHRS4L2	21.5945407678197	254648
DHRS7	31.8807122284158	254490
DHRS7B	40.6678056568487	254322
DHRS7C	31.5628701596822	254092
DHRS9	28.4530685572266	254174
DHTKD1	126.279000195784	254840
DHX15	8.398390276526	254434
DHX16	105.653988691475	254292
DHX29	74.1014862816653	253844
DHX30	6.53684514330836	253950
DHX32	62.1853117563455	254090
DHX33	65.6194339477812	254670
DHX34	114.145850228247	254044
DHX35	72.2600774246156	254476
DHX36	28.1722096794268	254264
DHX37	29.6859731310523	254470
DHX38	58.3070331569249	254468
DHX40	11.897724808421	254076
DHX57	82.539753711349	254820
DHX58	58.3087167193628	254834
DHX8	69.5453960896833	254482
DHX9	16.7496109500936	254398
DIABLO	36.6844888616174	254672
DIAPH1	69.9954115322998	254820
DIAPH3	142.776173830229	254764
DICER1	22.9651624778595	254328
DIDO1	45.194575781882	254340
DIEXF	67.4397077402149	254024
DIMT1	64.895637425695	254124
DIO1	8.46088769174516	253982
DIO2	13.5832944666488	217066
DIO3	0.363264712599723	254482
DIP2A	49.2143549551393	254312
DIP2B	36.0961318102094	254094
DIP2C	18.6671885831773	254100
DIRAS1	1.20782663355061	241922
DIRAS2	7.35958851780215	254840
DIRAS3	14.2011219485127	254320
DIRC1	13.137432367154	254038
DIRC2	17.8696961032212	253920
DIS3	136.503186955824	254136
DIS3L	127.458102550156	254100
DIS3L2	47.3188281215042	254496
DISC1	93.7183169884519	254294
DISP1	97.1744311809812	254586
DISP2	34.6243206769241	253988
DIXDC1	27.0107219867889	253928
DKFZP761J1410	4.99191275822186	253500
DKK1	6.56701071290018	254374
DKK2	1.67007524626785	253974
DKK3	45.791070344454	254028
DKK4	38.632888248489	254590
DKKL1	20.6020962656912	254210
DLAT	32.4081416996821	254482
DLC1	33.4544084265792	254326
DLD	36.3596749619037	254738
DLEC1	215.123981972428	254574
DLEU7	10.2893375824904	248024
DLG1	15.3833207243351	254542
DLG2	29.4650906623684	254672
DLG4	9.18432122230161	253970
DLG5	19.3161368637227	254140
DLGAP1	10.0004487778163	254268
DLGAP2	6.78003702710124	254324
DLGAP3	4.62064119922193	254576
DLGAP4	11.7074960046726	253634
DLGAP5	93.3079863871018	254480
DLK1	7.61406991596472	254312
DLK2	4.57283776362559	254060
DLL1	4.41986414557386	254596
DLL3	46.1953448656686	254672
DLL4	4.57469873718698	254582
DLST	15.0518957334375	254828
DLX1	1.55815558634368	179010
DLX2	3.57816363436265	254520
DLX3	9.49946155233991	253960
DLX4	29.3892004842261	253336
DLX5	10.5875889592711	254658
DLX6	1.63410694400779	212928
DMAP1	23.1992579737191	254602
DMBT1	222.903355832378	254086
DMBX1	8.63421572137641	253854
DMC1	39.0411630387485	254032
DMGDH	113.115178786171	254600
DMKN	120.740570558338	254338
DMP1	46.731578157854	254826
DMPK	106.422736060205	254344
DMRT1	3.52543231491825	254074
DMRT2	32.9542944915586	254142
DMRT3	49.8101134928083	254090
DMRTA1	27.7948715334211	254278
DMRTB1	4.51245674957283	254770
DMRTC2	7.90209788963887	254602
DMTF1	21.1448689397096	254088
DMTN	10.2269546064011	254404
DMWD	12.7412104119411	253830
DMXL1	38.9764023640069	254776
DMXL2	43.9662147014528	254608
DNA2	106.222880307454	254044
DNAAF1	102.481615658177	254592
DNAAF2	63.935151718276	254314
DNAAF3	99.5138530493023	253922
DNAH1	364.367553223587	254032
DNAH10	328.98024117722	254670
DNAH12	82.107097615583	254048
DNAH14	512.159971397039	254162
DNAH2	282.573453262357	254052
DNAH3	472.349932503731	254050
DNAH5	397.55789551084	254050
DNAH6	195.661941285196	254274
DNAH7	517.309454013797	254746
DNAH8	426.41147354349	254840
DNAH9	356.201587238322	254842
DNAI1	48.3783616644756	254052
DNAI2	85.3922561687511	254046
DNAJA1	16.1231163119633	254394
DNAJA2	3.1057632741359	254556
DNAJA3	24.2806586387512	254486
DNAJA4	35.0055963898319	254090
DNAJB1	12.6900143373255	254600
DNAJB11	7.05382508227568	253950
DNAJB12	37.0496884082997	254658
DNAJB13	22.9452674163377	254332
DNAJB14	12.2555922173625	253862
DNAJB2	21.0463267731726	254576
DNAJB4	16.7786830070239	254678
DNAJB5	4.05302784493908	254478
DNAJB6	14.9764552665507	254076
DNAJB7	69.3619361378131	254284
DNAJB8	5.24919760751801	254476
DNAJB9	16.5237720397098	254306
DNAJC1	67.6359114871679	254332
DNAJC10	101.449257808122	254428
DNAJC11	10.9084987958083	254576
DNAJC12	27.6573555584038	254542
DNAJC13	40.494579488603	254034
DNAJC14	11.7251050720263	254538
DNAJC15	36.4646420390958	254148
DNAJC16	57.0423410466069	254316
DNAJC17	23.8014501719123	254296
DNAJC18	31.2439967577193	254312
DNAJC19	24.5269687900333	254576
DNAJC2	60.9689525369409	254242
DNAJC21	82.7682036627424	254622
DNAJC22	27.4362699342075	254322
DNAJC24	21.3740629605418	254298
DNAJC25	14.0992817988546	254792
DNAJC25-GNG10	0.38172776324192	254322
DNAJC27	50.7394749516505	254546
DNAJC28	58.0437892833136	254380
DNAJC3	23.2891615466193	253872
DNAJC30	17.4569682071873	254336
DNAJC4	79.6207218707255	254020
DNAJC5	1.3931774291083	252884
DNAJC5B	16.4904581127722	254000
DNAJC5G	25.4232354866248	254480
DNAJC6	14.8918760245662	254018
DNAJC7	8.58031197469702	254386
DNAJC8	11.0166614217402	254648
DNAJC9	27.8136381920982	254130
DNAL1	10.4735182918894	252084
DNAL4	4.34313461562185	254814
DNALI1	30.7264772122332	254470
DNASE1	90.8721759061706	254830
DNASE1L2	84.9922970726078	254330
DNASE1L3	20.6187575485257	254450
DNASE2	20.6986351494683	254102
DNASE2B	41.0582161971586	254740
DND1	7.7314161977625	253162
DNER	21.5067377753379	254106
DNHD1	456.363773090423	254128
DNLZ	13.3068690591529	254462
DNM1	4.13532522605379	254130
DNM1L	44.0676814293223	254570
DNM2	8.33031497790851	254596
DNM3	34.2754459181714	254060
DNMBP	191.026378553366	254044
DNMT1	36.9484545869644	254132
DNMT3A	156.436796685845	254600
DNMT3B	21.1498222861277	254672
DNMT3L	72.278684891069	254532
DNPEP	60.14655617213	254306
DNPH1	19.5348126583646	254440
DNTT	64.3266114844771	254404
DNTTIP1	15.0923869270753	254316
DNTTIP2	73.3488229610677	254090
DOC2A	30.0359990309823	254842
DOC2B	6.5680647588611	160668
DOCK1	94.013930048893	254648
DOCK10	74.7189803851931	254002
DOCK2	34.8296842881104	254508
DOCK3	20.4230927806919	254408
DOCK4	55.0776311202345	254022
DOCK5	90.0322383141065	254468
DOCK6	157.946603111423	254644
DOCK7	59.3444702437422	253988
DOCK8	89.11179587063	254086
DOCK9	20.3181335971937	254192
DOHH	39.5597400639023	253316
DOK1	35.8879092227645	254578
DOK2	36.7875333376355	254284
DOK3	60.1314042943783	253944
DOK4	23.6928551226836	254820
DOK5	18.8882237511136	254034
DOK6	11.9556859913793	254526
DOK7	68.7418173643271	253666
DOLK	26.9344953184971	254602
DOLPP1	6.68908220569788	254838
DONSON	55.3713361116049	254588
DOPEY1	62.6578598214673	254392
DOPEY2	146.252591308833	254480
DOT1L	19.91184448585	253574
DPAGT1	40.8811813882927	254588
DPCD	23.587330815764	254316
DPCR1	52.134849576887	254430
DPEP1	80.8088792224498	254028
DPEP2	44.8963773238281	254466
DPEP3	53.8415154818733	254050
DPF1	6.47894294137053	254260
DPF2	2.42515882815315	253900
DPF3	33.338005467109	254486
DPH1	65.3003054698068	254072
DPH2	43.2314143400346	254036
DPH3	13.2151653482136	254318
DPH5	25.739364424745	254528
DPH6	53.8547610139309	254048
DPH7	51.9352172799437	254112
DPM1	25.9253395427473	254310
DPM2	5.33126978828919	254318
DPM3	7.26264415997674	253962
DPP10	12.3372634271909	254176
DPP3	90.8583983748876	254338
DPP4	79.8744275268508	254038
DPP6	29.6546748289451	254310
DPP7	116.397863625518	254226
DPP8	18.8930836601988	254056
DPP9	23.2104654441376	254052
DPPA2	25.6434255628433	254084
DPPA3	43.3669721346865	254092
DPPA4	45.6197258274665	254048
DPPA5	15.4366877206304	254590
DPRX	45.6038933321186	254108
DPT	40.553506881503	253966
DPY19L1	14.8670714362018	253916
DPY19L2	37.910469461089	253838
DPY19L3	44.6867077112752	253972
DPY19L4	101.042876442678	254062
DPY30	2.36340790257087	254136
DPYD	119.418503753967	254780
DPYS	108.1956217783	254330
DPYSL2	3.16995530946111	254232
DPYSL3	6.13867266661049	253880
DPYSL4	43.2515932332688	253892
DPYSL5	5.04886607511467	253726
DQX1	88.9763100932523	254100
DR1	0.420491565293106	254342
DRAM1	11.4576630896904	253910
DRAM2	20.697442928865	254028
DRAP1	6.45224498939599	253164
DRAXIN	30.8703891675181	254668
DRC1	89.9296977348638	254660
DRD1	13.5633070795142	254340
DRD2	4.8301582943389	253970
DRD3	16.7496187348172	254324
DRD4	101.517602718795	245060
DRD5	89.6108469270892	254668
DRG1	6.79990579508783	254288
DRG2	28.2408975012675	254830
DRGX	14.5076813601457	253598
DROSHA	46.2316490173696	254186
DSC1	64.0213728521285	254296
DSC2	45.7408249492202	254524
DSC3	93.6400487351409	254536
DSCAM	25.5419488417678	254318
DSCAML1	28.8395560077237	254246
DSCC1	30.8852382983034	254284
DSCR3	22.5957885099773	254460
DSCR4	0.24273590495812	254342
DSE	21.6333236780234	254258
DSEL	64.1121881996545	254650
DSG1	18.2589684185988	254584
DSG2	91.7481796540469	254550
DSG3	81.1564108070018	254596
DSG4	98.0568192809876	254140
DSN1	39.0031431934354	254840
DSP	108.151482854124	254480
DSPP	57.668093282632	253948
DST	250.547887935795	254406
DSTN	8.29496812765909	254348
DSTYK	20.2757076599271	254572
DTD1	4.54414083121342	254028
DTD2	32.2922446007263	254474
DTL	33.5501310876742	254032
DTNA	32.1610223270185	254316
DTNB	46.3681603618356	254818
DTNBP1	121.928533370644	254102
DTWD1	41.6933289653824	254170
DTWD2	31.717730535735	254662
DTX1	10.1174928911917	254552
DTX2	21.9418468694201	253678
DTX3	3.59882257997681	254202
DTX3L	54.2324927630391	254318
DTX4	22.2252977912487	254470
DTYMK	30.4242721341414	254836
DUOX1	173.737597311707	254602
DUOX2	217.924306428563	254602
DUOXA1	28.0302939647572	253990
DUOXA2	49.5880700473297	254334
DUPD1	36.3772013351645	254032
DUS1L	36.6851732332181	254482
DUS2	35.8282047686725	254662
DUS3L	50.45128096367	254030
DUS4L	18.6638353894244	254574
DUSP1	7.7106549224913	254438
DUSP10	9.6835207409251	254102
DUSP11	25.0651090877421	254484
DUSP12	36.8535322266258	254408
DUSP13	52.1157838967854	254098
DUSP14	9.35312454390668	253862
DUSP15	32.5441362604616	254554
DUSP16	18.2865606334293	254592
DUSP18	14.3097797046873	254482
DUSP19	19.3226413824275	254024
DUSP2	11.3664921375788	254086
DUSP22	25.5558688899253	254668
DUSP23	12.5988381771824	254662
DUSP26	26.6575000923749	254286
DUSP27	74.6961778296724	254464
DUSP28	17.2825191850453	253928
DUSP3	6.3963757186029	254140
DUSP4	8.63679188944866	253806
DUSP5	13.6771422106224	254462
DUSP6	3.58291027457881	254332
DUSP7	5.56215342237316	254656
DUSP8	10.6875521548157	253882
DUT	17.8078871302199	252886
DUXA	34.5882138428657	254092
DVL1	37.3103400349498	253852
DVL2	21.4965731188378	254244
DVL3	12.5557342480688	254602
DXO	88.5352601581609	254094
DYDC1	18.4713084287306	254098
DYDC2	21.3690283200182	254644
DYM	56.8425763062292	254306
DYNAP	17.3484652266258	253890
DYNC1H1	31.1299835977194	254100
DYNC1I1	32.919467640901	254576
DYNC1I2	45.9492386890473	254124
DYNC1LI1	11.3844166686739	254810
DYNC1LI2	3.07713815354642	253668
DYNC2H1	231.968871701779	254518
DYNC2LI1	51.973942054414	254430
DYNLL1	1.28932751999664	253984
DYNLL2	6.30530493055339	254328
DYNLRB1	4.36962386631053	254424
DYNLRB2	7.32604582677636	254568
DYNLT1	26.4086268386364	253988
DYRK1A	5.66506705607043	253760
DYRK1B	15.2414639943787	254012
DYRK2	2.81479319940455	254026
DYRK3	37.8931902779625	254532
DYRK4	58.1828269624277	254580
DYSF	229.775042334041	254102
DYTN	62.4974304142132	254728
DYX1C1	53.0927184219387	254074
DZANK1	108.953469363138	254544
DZIP1	84.9407019940156	254090
DZIP1L	83.6408977952462	254822
DZIP3	84.7261908230609	253982
E2F1	3.69975042168181	254178
E2F2	16.8204028171042	254112
E2F3	6.92249945824961	251732
E2F4	7.90581602759222	254830
E2F5	23.7076672128053	253920
E2F6	10.8427805275749	254230
E2F7	23.8015048540138	254480
E2F8	18.9322690435949	254840
E4F1	18.1396361009968	253262
EAF1	20.5195034136325	254316
EAF2	39.5464865719284	254308
EAPP	46.6903034744144	254102
EARS2	43.978509419838	254034
EBAG9	5.50873815829555	253482
EBF1	8.16120945402525	253874
EBF2	5.50277036520566	254744
EBF3	2.28968975634627	253664
EBF4	15.431728518008	159968
EBI3	21.6010570821348	254106
EBLN2	38.3764947562396	254250
EBNA1BP2	46.364425094993	254472
EBPL	21.4632987685577	254476
ECD	52.5946630996839	254090
ECE1	21.9273860892282	254470
ECE2	123.294082611814	254096
ECEL1	56.5192065018215	254400
ECH1	46.9409876974658	254140
ECHDC1	52.5800847625035	254134
ECHDC2	69.1009189329001	254670
ECHDC3	51.5110808507328	254234
ECHS1	32.6493236679359	254312
ECI1	66.8209732599401	254228
ECI2	59.727478151525	254408
ECM1	86.5785175321606	254342
ECM2	74.3072007499683	254816
ECSIT	53.0546321380009	254666
ECT2	58.1836406258927	253968
ECT2L	142.410794700588	254260
EDAR	32.0163468240327	254774
EDARADD	17.6436812545216	254808
EDC3	14.7823560334588	254334
EDC4	33.1724885315159	254482
EDDM3A	45.3940516275483	254612
EDDM3B	30.3577641895331	253986
EDEM1	50.8449543309727	254784
EDEM2	63.2987020577488	254082
EDEM3	41.2949162401679	254354
EDF1	7.52445638528279	254492
EDIL3	14.5589368373013	254306
EDN1	17.4966193607386	254132
EDN2	15.5620803059799	254644
EDN3	15.5289958169469	254046
EDNRA	6.79360037350965	254288
EDNRB	30.9786435627227	253888
EEA1	42.5768734307602	254256
EED	3.34150030677468	253400
EEF1A1	10.9001767168839	254510
EEF1A2	1.73970431573833	252616
EEF1B2	13.5299532359538	254826
EEF1D	31.4667843969717	254638
EEF1E1	13.4752214219156	254570
EEF1G	6.26506308248088	254274
EEF2	3.72435560611757	254622
EEF2K	80.0929942516227	254330
EEFSEC	43.7747103705737	254482
EEPD1	25.1609264445218	254646
EFCAB1	10.6511550025831	254712
EFCAB10	0.0821390716898911	254342
EFCAB11	25.5173656602503	253948
EFCAB12	36.2241199631131	254314
EFCAB13	122.94613305919	254094
EFCAB14	32.2591678962044	254834
EFCAB2	29.5929955800488	254430
EFCAB3	49.3804502492783	254400
EFCAB4A	42.6902582705971	251942
EFCAB4B	99.6908138058694	254452
EFCAB5	141.933794471356	253984
EFCAB6	219.297230125641	254592
EFCAB7	79.8060324083219	254388
EFCC1	32.8856907022931	254050
EFEMP1	3.63126308140748	254582
EFEMP2	21.0451472454232	254578
EFHB	118.915757801432	254086
EFHC1	76.5867204339221	254450
EFHD1	27.3150140532895	254248
EFHD2	3.31985909528685	250010
EFNA1	8.37702355940374	254024
EFNA2	5.462590582549	253676
EFNA3	0.541984916381494	254142
EFNA4	50.772123663248	254602
EFNA5	1.45936383073496	253716
EFNB2	2.52716695042682	254040
EFNB3	21.8672090531239	253820
EFR3A	45.5648444099415	254260
EFS	46.7716243342156	254084
EFTUD2	2.93086089209708	253986
EGF	117.149882261868	254124
EGFL7	43.6571172577136	252436
EGFL8	41.318875781792	254664
EGFLAM	84.5339385575738	254840
EGFR	48.162208368825	254140
EGLN1	7.92719047903513	254544
EGLN2	7.86069791662612	254504
EGLN3	6.47420497952561	253972
EGR1	4.54632667907814	254210
EGR2	6.54957447053542	254318
EGR3	1.40158671136518	250166
EGR4	12.5446247201162	251268
EHBP1	25.0037584857735	254036
EHBP1L1	117.149459939929	254060
EHD1	28.7331862970736	254098
EHD2	6.8295811629363	252638
EHD3	15.8734119224002	254816
EHD4	32.0933801216841	254340
EHF	10.0546996283955	253910
EHHADH	90.4257080012171	254806
EHMT1	9.17906199428013	254480
EHMT2	29.7205295898098	254084
EI24	11.9455595366667	254008
EID1	10.2500789145334	254114
EID2	3.32335678989315	253976
EID2B	15.1444469013399	254510
EID3	28.5016160014891	254076
EIF1	2.27661888150769	241618
EIF1AD	9.39476201043419	254142
EIF1B	1.29167540872725	254010
EIF2A	53.3256422722007	253958
EIF2AK1	76.7056200258151	254842
EIF2AK2	29.4312131930633	254022
EIF2AK3	43.5360788116226	254308
EIF2AK4	138.218002376359	254294
EIF2B1	33.7981701453724	254318
EIF2B2	63.7554044423215	254668
EIF2B3	12.0206298593007	254044
EIF2B4	26.6449453092423	254338
EIF2B5	20.0461017915073	254600
EIF2D	68.628179745471	254320
EIF2S1	5.80414025741106	254342
EIF2S2	5.08013147885148	254274
EIF3A	14.8010885876436	254044
EIF3B	11.7885257548674	253946
EIF3C	0.260752470122742	254342
EIF3D	11.5186999237238	254478
EIF3E	13.937556662273	254008
EIF3F	1.80628595603535	254840
EIF3G	1.7380673727745	238572
EIF3H	10.9101542756274	254410
EIF3I	8.69355808618559	254088
EIF3J	6.76702299472887	253338
EIF3K	21.8201709105908	254578
EIF3L	23.3496646830131	254330
EIF3M	9.98321092055876	254448
EIF4A2	8.97187052461286	254142
EIF4A3	2.09947599594755	253684
EIF4B	6.20497578673555	253498
EIF4E	8.93612010795817	254318
EIF4E1B	38.7389744253202	254338
EIF4E2	4.90936452627122	254020
EIF4E3	1.70820786893782	252326
EIF4EBP1	8.18315837155244	253800
EIF4EBP2	5.23793996543286	216866
EIF4EBP3	15.3072873916049	252104
EIF4ENIF1	17.3998227519886	254012
EIF4G1	33.5693992580306	254840
EIF4G3	8.70329210263293	254300
EIF4H	15.7180351114228	254038
EIF5	14.028159035436	254554
EIF5A	11.5354073654711	254322
EIF5A2	9.43476050664818	254570
EIF5B	32.035167242329	254484
EIF6	21.7203924324454	254368
ELAC1	13.5738740942364	254506
ELAC2	115.045418156416	254102
ELANE	21.6845333050924	253256
ELAVL1	0.614005731426139	254322
ELAVL2	2.71783744076918	254516
ELAVL3	6.62837079438139	254494
ELAVL4	6.91525272934069	254212
ELF1	22.2870125231357	254322
ELF2	7.06209404738624	253920
ELF3	13.2153937650511	254672
ELF5	20.9060320146618	254836
ELFN1	1.87152953437645	173140
ELFN2	8.72888071732383	253984
ELK3	21.6590789474855	254650
ELK4	18.6765536739728	254658
ELL	6.50198709440468	253726
ELL2	5.35536619582383	253986
ELL3	76.1865235878659	254670
ELMO1	14.0332047124278	254004
ELMO2	37.1311098760031	254080
ELMO3	109.894604519869	254598
ELMOD1	4.81540994558197	247626
ELMOD2	14.9787074895419	254642
ELMOD3	82.1110794996588	254576
ELMSAN1	9.06531814905827	254094
ELN	63.0233660404883	254320
ELOF1	4.43532997262498	253944
ELOVL1	2.76967174755103	254590
ELOVL2	40.8121529047781	254024
ELOVL3	18.484114626768	254836
ELOVL4	14.8705045741505	254238
ELOVL5	25.7488483451464	253932
ELOVL6	5.79959784515103	254578
ELOVL7	17.7233467150795	254554
ELP2	92.441962258972	254638
ELP3	78.5832342312655	254032
ELP4	47.94308295023	254218
ELP5	70.7614447277275	254590
ELP6	46.5246193057541	254560
ELSPBP1	40.7676638772271	254686
ELTD1	64.2682206775542	254556
EMB	62.7401035604691	253856
EMC1	107.742777344398	254340
EMC10	55.0746023248065	253722
EMC2	33.9244271548439	253728
EMC3	6.89007286229678	254330
EMC4	30.7399936556692	254596
EMC6	4.14394506510791	253894
EMC7	3.55915483530793	254246
EMC8	3.53025920841342	254564
EMC9	35.5964045877592	254424
EMCN	25.8826796763422	254474
EME1	75.0122058324303	254102
EME2	79.0699849962689	254008
EMG1	5.82399141486739	254312
EMID1	36.049633326196	254042
EMILIN1	31.7862463910483	254668
EMILIN2	102.389185582791	254052
EMILIN3	45.9888409132399	253990
EML1	14.1925118577828	254040
EML2	104.443876390329	254080
EML3	56.4390024433232	254094
EML4	42.9216014247378	254788
EML5	73.929915993266	254092
EML6	74.3729349045555	161646
EMP1	9.35969705766013	254562
EMP2	17.3470218413049	254664
EMP3	26.6338887066234	254280
EMR1	97.0889265222008	254834
EMR2	96.5595639964968	254102
EMR3	93.5007833964266	254568
EMX1	1.3620027998026	52468
EMX2	2.61949174550398	229662
EN1	2.34146166802295	249366
EN2	4.60439676416262	247434
ENAH	15.7552867162255	254294
ENAM	56.7070394473791	254402
ENC1	11.9100000057933	254590
ENDOD1	54.7530208506711	254270
ENDOG	23.4496493344321	250484
ENDOU	60.9824390628043	254588
ENDOV	46.2509750238986	252692
ENG	9.57731197784721	254820
ENGASE	124.969441284388	254756
ENHO	14.1105289681564	253976
ENKD1	38.6206154401316	254052
ENKUR	29.5366641061734	253982
ENO1	46.9007592024024	254138
ENO2	24.141477300886	254660
ENO3	84.1369334789428	254602
ENOPH1	23.728554812825	254462
ENOSF1	133.169886924242	254050
ENOX1	28.7842448146506	254476
ENPEP	115.299497574672	254622
ENPP1	69.3091361071045	254084
ENPP2	48.5903700965076	254780
ENPP3	97.3107288445366	254358
ENPP4	21.7333592910053	253728
ENPP5	43.7075855912843	254324
ENPP6	34.8876724553385	254666
ENPP7	65.6853121750789	254402
ENSA	23.6172072496772	254322
ENTHD1	53.9122369063545	254770
ENTPD1	21.0943766400369	254450
ENTPD2	94.0599930929237	254160
ENTPD3	116.065503237092	254664
ENTPD4	72.2762866009909	254478
ENTPD5	49.3252812095188	254260
ENTPD6	63.2651257002905	254592
ENTPD7	74.9527054601121	254034
ENTPD8	46.067938040442	254446
ENY2	2.29477874582874	252792
EOGT	43.1532550681641	254068
EOMES	15.3519008817012	254662
EP300	17.1477157343115	254034
EP400	70.7121780628336	254140
EP400NL	0.828403970252827	254842
EPAS1	16.5798112276151	254138
EPB41	61.3006627632223	254552
EPB41L1	14.7741705297331	254470
EPB41L2	21.8583337947437	254032
EPB41L3	47.6275261303719	254480
EPB41L4A	116.415142543645	254650
EPB41L4B	18.0970681256056	254068
EPB41L5	43.3299715518548	254124
EPB42	66.4808398857164	254102
EPC1	10.598283686935	254568
EPC2	6.05026591769541	254204
EPCAM	19.9541029403057	254474
EPDR1	6.66643626327711	254372
EPG5	124.890228139053	254564
EPGN	25.3263370072984	253928
EPHA1	116.490091465412	254342
EPHA10	147.070042735073	254072
EPHA2	42.8635886620857	254014
EPHA3	31.6409317312569	254580
EPHA4	11.6003349735163	254478
EPHA5	19.0820420138109	254138
EPHA6	49.2632862028824	254006
EPHA7	9.02456081751653	253910
EPHA8	67.9766232220152	253984
EPHB1	10.7215087785393	254458
EPHB2	22.0934138926554	254842
EPHB3	13.0489268684849	254466
EPHB4	27.5182748569723	254470
EPHB6	49.335008184724	254602
EPHX1	58.0256021992774	254592
EPHX2	68.4222748827679	254586
EPHX3	58.9060375968104	254088
EPHX4	17.9006738392215	253984
EPM2A	29.658874059267	254776
EPM2AIP1	19.1821213207443	254764
EPN1	18.4262026704472	254260
EPN2	18.26545632478	254138
EPN3	93.0156208559634	254096
EPO	10.6483133381171	254808
EPOR	51.9489379272375	254818
EPPIN	4.67806256943376	253246
EPPIN-WFDC6	0.6021513439096	254322
EPPK1	306.584861809886	254526
EPRS	72.7621365741261	254596
EPS15	28.9092172804454	254332
EPS15L1	15.12184077474	254100
EPS8	20.2205936801932	254406
EPS8L1	68.2493214007506	254312
EPS8L2	41.8621810507661	254080
EPS8L3	60.8865215910921	254140
EPSTI1	91.9941921186067	254094
EPX	74.7795530793679	254052
